stream_id,username,fullname,komentar,tanggal,likes,replies,topics,clean_text,tokens,normalized,no_stopword,negation,stems,stem_text,length,label,token_count,tanggal_dt,sentiment_score
31538038,daenkbungsu,Andika Ackbar,$BUMI terjun ke bumi,2026-05-11 10:06:05,6,17,BUMI,bumi terjun ke bumi,"['bumi', 'terjun', 'ke', 'bumi']","['bumi', 'terjun', 'ke', 'bumi']","['bumi', 'terjun', 'bumi']","['bumi', 'terjun', 'bumi']","['bumi', 'terjun', 'bumi']",bumi terjun bumi,16,1,3,2026-05-11 10:06:05+00:00,1.0
31537989,holymuftie,holymuftie,$BUMI,2026-05-11 10:05:49,0,0,BUMI,bumi,['bumi'],['bumi'],['bumi'],['bumi'],['bumi'],bumi,4,2,1,2026-05-11 10:05:49+00:00,0.0
31537988,Crepes,Alvin,$OASA $BUMI $MINA,2026-05-11 10:05:48,1,2,"OASA, BUMI, MINA",oasa bumi mina,"['oasa', 'bumi', 'mina']","['oasa', 'bumi', 'mina']","['oasa', 'bumi', 'mina']","['oasa', 'bumi', 'mina']","['oasa', 'bumi', 'mina']",oasa bumi mina,14,2,3,2026-05-11 10:05:48+00:00,0.0
31537880,HerryIswanto,H,$BUMI waktunya kabur,2026-05-11 10:05:14,0,0,BUMI,bumi waktunya kabur,"['bumi', 'waktunya', 'kabur']","['bumi', 'waktunya', 'kabur']","['bumi', 'kabur']","['bumi', 'kabur']","['bumi', 'kabur']",bumi kabur,10,0,2,2026-05-11 10:05:14+00:00,-2.0
31537859,IbraThariq,Ibra Thariq,$BUMI,2026-05-11 10:05:08,0,2,BUMI,bumi,['bumi'],['bumi'],['bumi'],['bumi'],['bumi'],bumi,4,2,1,2026-05-11 10:05:08+00:00,0.0
31537767,Superlabel,M Chikam Alkarimani,"$IHSG bubar bubar gausah pada invest, 
negara sakit,embegeeeh doang bisanya
rt $BUMI $MDIA",2026-05-11 10:04:38,2,3,"IHSG, bumi, mdia",ihsg bubar bubar gausah pada invest negara sakit embegeeh doang bisanya rt bumi mdia,"['ihsg', 'bubar', 'bubar', 'gausah', 'pada', 'invest', 'negara', 'sakit', 'embegeeh', 'doang', 'bisanya', 'rt', 'bumi', 'mdia']","['ihsg', 'bubar', 'bubar', 'gausah', 'pada', 'invest', 'negara', 'sakit', 'embegeeh', 'doang', 'bisanya', 'rt', 'bumi', 'mdia']","['ihsg', 'bubar', 'bubar', 'gausah', 'invest', 'negara', 'sakit', 'embegeeh', 'doang', 'bisanya', 'rt', 'bumi', 'mdia']","['ihsg', 'bubar', 'bubar', 'gausah', 'invest', 'negara', 'sakit', 'embegeeh', 'doang', 'bisanya', 'rt', 'bumi', 'mdia']","['ihsg', 'bubar', 'bubar', 'gausah', 'invest', 'negara', 'sakit', 'embegeeh', 'doang', 'bisa', 'rt', 'bumi', 'mdia']",ihsg bubar bubar gausah invest negara sakit embegeeh doang bisa rt bumi mdia,76,0,13,2026-05-11 10:04:38+00:00,-8.0
31537738,bryanjonathan364,AsburtonGrove,"dengan beredarnya virus baru hantavirus , menurut kalian kapan WFH akan berlaku lagi di sini?

$BBCA $CDIA $BUMI",2026-05-11 10:04:28,0,2,"BBCA, CDIA, BUMI",dengan beredarnya virus baru hantavirus menurut kalian kapan wfh akan berlaku lagi di sini bbca cdia bumi,"['dengan', 'beredarnya', 'virus', 'baru', 'hantavirus', 'menurut', 'kalian', 'kapan', 'wfh', 'akan', 'berlaku', 'lagi', 'di', 'sini', 'bbca', 'cdia', 'bumi']","['dengan', 'beredarnya', 'virus', 'baru', 'hantavirus', 'menurut', 'kalian', 'kapan', 'wfh', 'akan', 'berlaku', 'lagi', 'di', 'sini', 'bbca', 'cdia', 'bumi']","['beredarnya', 'virus', 'hantavirus', 'wfh', 'berlaku', 'bbca', 'cdia', 'bumi']","['beredarnya', 'virus', 'hantavirus', 'wfh', 'berlaku', 'bbca', 'cdia', 'bumi']","['edar', 'virus', 'hantavirus', 'wfh', 'laku', 'bbca', 'cdia', 'bumi']",edar virus hantavirus wfh laku bbca cdia bumi,45,1,8,2026-05-11 10:04:28+00:00,2.0
31537725,lalajooo,Lidia Clarita,$BUMI wkwkwk bru download apk udah semakin jauh yah hahah,2026-05-11 10:04:25,1,9,BUMI,bumi wkwkwk bru download apk udah semakin jauh yah hahah,"['bumi', 'wkwkwk', 'bru', 'download', 'apk', 'udah', 'semakin', 'jauh', 'yah', 'hahah']","['bumi', 'wkwkwk', 'bru', 'download', 'apk', 'udah', 'semakin', 'jauh', 'yah', 'hahah']","['bumi', 'bru', 'download', 'apk', 'hahah']","['bumi', 'bru', 'download', 'apk', 'hahah']","['bumi', 'bru', 'download', 'apk', 'hahah']",bumi bru download apk hahah,27,2,5,2026-05-11 10:04:25+00:00,0.0
31537656,Dopeng,Initial D,"$IHSG ini seriuss kalau kayak gini teruus kalian masih optimis ikutin kata² para influencer itu yg bilang kalau market bursa indo ga akan turun level ke frontier ?? 🤣 rezim jancok

RT $BUMI $KAEF",2026-05-11 10:04:07,3,3,"IHSG, BUMI, KAEF",ihsg ini seriuss kalau kayak gini teruus kalian masih optimis ikutin kata² para influencer itu yg bilang kalau market bursa indo ga akan turun level ke frontier rezim jancok rt bumi kaef,"['ihsg', 'ini', 'seriuss', 'kalau', 'kayak', 'gini', 'teruus', 'kalian', 'masih', 'optimis', 'ikutin', 'kata²', 'para', 'influencer', 'itu', 'yg', 'bilang', 'kalau', 'market', 'bursa', 'indo', 'ga', 'akan', 'turun', 'level', 'ke', 'frontier', 'rezim', 'jancok', 'rt', 'bumi', 'kaef']","['ihsg', 'ini', 'seriuss', 'kalau', 'kayak', 'gini', 'teruus', 'kalian', 'masih', 'optimis', 'ikutin', 'kata²', 'para', 'influencer', 'itu', 'yg', 'bilang', 'kalau', 'market', 'bursa', 'indo', 'tidak', 'akan', 'turun', 'level', 'ke', 'frontier', 'rezim', 'jancok', 'rt', 'bumi', 'kaef']","['ihsg', 'seriuss', 'kayak', 'gini', 'teruus', 'optimis', 'ikutin', 'kata²', 'influencer', 'bilang', 'market', 'bursa', 'indo', 'tidak', 'turun', 'level', 'frontier', 'rezim', 'jancok', 'rt', 'bumi', 'kaef']","['ihsg', 'seriuss', 'kayak', 'gini', 'teruus', 'optimis', 'ikutin', 'kata²', 'influencer', 'bilang', 'market', 'bursa', 'indo', 'tidak_turun', 'level', 'frontier', 'rezim', 'jancok', 'rt', 'bumi', 'kaef']","['ihsg', 'seriuss', 'kayak', 'gin', 'teruus', 'optimis', 'ikutin', 'kata', 'influencer', 'bilang', 'market', 'bursa', 'indo', 'tidak turun', 'level', 'frontier', 'rezim', 'jancok', 'rt', 'bumi', 'kaef']",ihsg seriuss kayak gin teruus optimis ikutin kata influencer bilang market bursa indo tidak turun level frontier rezim jancok rt bumi kaef,138,0,21,2026-05-11 10:04:07+00:00,-7.0
31537595,BoosMuda07,Jaya Maulana,"$BUMI serok""",2026-05-11 10:03:48,0,0,BUMI,bumi serok,"['bumi', 'serok']","['bumi', 'serok']","['bumi', 'serok']","['bumi', 'serok']","['bumi', 'serok']",bumi serok,10,2,2,2026-05-11 10:03:48+00:00,0.0
31537350,ritnoo,Restu,$BUMI dari awal tahun udh avgd tetep aja ga naik nih brengsek,2026-05-11 10:02:42,5,4,BUMI,bumi dari awal tahun udh avgd tetep aja ga naik nih brengsek,"['bumi', 'dari', 'awal', 'tahun', 'udh', 'avgd', 'tetep', 'aja', 'ga', 'naik', 'nih', 'brengsek']","['bumi', 'dari', 'awal', 'tahun', 'udh', 'avgd', 'tetep', 'aja', 'tidak', 'naik', 'nih', 'brengsek']","['bumi', 'avgd', 'tetep', 'tidak', 'brengsek']","['bumi', 'avgd', 'tetep', 'tidak_brengsek']","['bumi', 'avgd', 'tetep', 'tidak brengsek']",bumi avgd tetep tidak brengsek,30,2,4,2026-05-11 10:02:42+00:00,0.0
31537016,Dendyfebriyan04,Dendy boy,"@ferdiariana lock ara sama bandar, target ke 310, jebol bisa ara $BUMI $MEDC $IKPM",2026-05-11 10:00:55,2,0,"BUMI, MEDC, IKPM",ferdiariana lock ara sama bandar target ke jebol bisa ara bumi medc ikpm,"['ferdiariana', 'lock', 'ara', 'sama', 'bandar', 'target', 'ke', 'jebol', 'bisa', 'ara', 'bumi', 'medc', 'ikpm']","['ferdiariana', 'lock', 'ara', 'sama', 'bandar', 'target', 'ke', 'jebol', 'bisa', 'ara', 'bumi', 'medc', 'ikpm']","['ferdiariana', 'lock', 'ara', 'bandar', 'target', 'jebol', 'ara', 'bumi', 'medc', 'ikpm']","['ferdiariana', 'lock', 'ara', 'bandar', 'target', 'jebol', 'ara', 'bumi', 'medc', 'ikpm']","['ferdiariana', 'lock', 'ara', 'bandar', 'target', 'jebol', 'ara', 'bumi', 'medc', 'ikpm']",ferdiariana lock ara bandar target jebol ara bumi medc ikpm,59,0,10,2026-05-11 10:00:55+00:00,-6.0
31536960,rifkybidhas,Ucang,"$IHSG koreksi sehat koreksi sehat $BMRI $BUMI

koreksi sehat apanya yang koreksi sehat, pemerintah lu noh yang ndak sehat. 

ditambah regulator juga ndak jelas, ada saham baru IPO udah kena HSC wkwk

kombinasi pemerintah ndak sehat dan regulator ndak jelas = Investor ritel kena geprek lagi",2026-05-11 10:00:35,2,0,"IHSG, BMRI, BUMI",ihsg koreksi sehat koreksi sehat bmri bumi koreksi sehat apanya yang koreksi sehat pemerintah lu noh yang ndak sehat ditambah regulator juga ndak jelas ada saham baru ipo udah kena hsc wkwk kombinasi pemerintah ndak sehat dan regulator ndak jelas investor ritel kena geprek lagi,"['ihsg', 'koreksi', 'sehat', 'koreksi', 'sehat', 'bmri', 'bumi', 'koreksi', 'sehat', 'apanya', 'yang', 'koreksi', 'sehat', 'pemerintah', 'lu', 'noh', 'yang', 'ndak', 'sehat', 'ditambah', 'regulator', 'juga', 'ndak', 'jelas', 'ada', 'saham', 'baru', 'ipo', 'udah', 'kena', 'hsc', 'wkwk', 'kombinasi', 'pemerintah', 'ndak', 'sehat', 'dan', 'regulator', 'ndak', 'jelas', 'investor', 'ritel', 'kena', 'geprek', 'lagi']","['ihsg', 'koreksi', 'sehat', 'koreksi', 'sehat', 'bmri', 'bumi', 'koreksi', 'sehat', 'apanya', 'yang', 'koreksi', 'sehat', 'pemerintah', 'lu', 'noh', 'yang', 'ndak', 'sehat', 'ditambah', 'regulator', 'juga', 'ndak', 'jelas', 'ada', 'saham', 'baru', 'ipo', 'udah', 'kena', 'hsc', 'wkwk', 'kombinasi', 'pemerintah', 'ndak', 'sehat', 'dan', 'regulator', 'ndak', 'jelas', 'investor', 'ritel', 'kena', 'geprek', 'lagi']","['ihsg', 'koreksi', 'sehat', 'koreksi', 'sehat', 'bmri', 'bumi', 'koreksi', 'sehat', 'apanya', 'koreksi', 'sehat', 'pemerintah', 'lu', 'noh', 'ndak', 'sehat', 'ditambah', 'regulator', 'ndak', 'saham', 'ipo', 'kena', 'hsc', 'kombinasi', 'pemerintah', 'ndak', 'sehat', 'regulator', 'ndak', 'investor', 'ritel', 'kena', 'geprek']","['ihsg', 'koreksi', 'sehat', 'koreksi', 'sehat', 'bmri', 'bumi', 'koreksi', 'sehat', 'apanya', 'koreksi', 'sehat', 'pemerintah', 'lu', 'noh', 'ndak', 'sehat', 'ditambah', 'regulator', 'ndak', 'saham', 'ipo', 'kena', 'hsc', 'kombinasi', 'pemerintah', 'ndak', 'sehat', 'regulator', 'ndak', 'investor', 'ritel', 'kena', 'geprek']","['ihsg', 'koreksi', 'sehat', 'koreksi', 'sehat', 'bmri', 'bumi', 'koreksi', 'sehat', 'apa', 'koreksi', 'sehat', 'perintah', 'lu', 'noh', 'ndak', 'sehat', 'tambah', 'regulator', 'ndak', 'saham', 'ipo', 'kena', 'hsc', 'kombinasi', 'perintah', 'ndak', 'sehat', 'regulator', 'ndak', 'investor', 'ritel', 'kena', 'geprek']",ihsg koreksi sehat koreksi sehat bmri bumi koreksi sehat apa koreksi sehat perintah lu noh ndak sehat tambah regulator ndak saham ipo kena hsc kombinasi perintah ndak sehat regulator ndak investor ritel kena geprek,214,1,34,2026-05-11 10:00:35+00:00,6.0
31536933,mihi03,pahlawan kesiangan,"Efek kenaikan royalti kemungkinan besar akan memberi tekanan sentimen jangka pendek pada saham minerba, meningkatkan volatilitas sektor tambang, membuat market lebih selektif terhadap emiten, dan memicu rotasi dana ke sektor lain.

Tetapi dalam jangka panjang, arah saham tambang tetap sangat dipengaruhi oleh harga komoditas global,
seberapa banyak permintaan dunia terhadap komoditas tersebut, efisiensi perusahaan, dan kondisi ekonomi global.

Ketika biaya industri naik, market biasanya mulai fokus pada perusahaan dengan cash flow kuat, efisiensi tinggi, utang rendah, dan diversifikasi bisnis.

Artinya, emiten yang sebelumnya naik hanya karena harga komoditas bagus bisa mulai tersaring. Market akan lebih menghargai perusahaan yang benar-benar kuat secara fundamental.

Walaupun royalti naik, kalau harga komoditas dunia tetap tinggi, maka laba emiten tambang masih bisa besar. Cash flow tetap kuat, dan tekanan market bisa mereda. Jadi market nantinya akan melihat.

“ Apakah kenaikan harga komoditas masih mampu menutupi kenaikan royalti? ""
Kalau iya, biasanya saham tambang bisa pulih kembali.

$BRPT $BUMI $BNBR",2026-05-11 10:00:29,3,0,"BRPT, BUMI, BNBR",efek kenaikan royalti kemungkinan besar akan memberi tekanan sentimen jangka pendek pada saham minerba meningkatkan volatilitas sektor tambang membuat market lebih selektif terhadap emiten dan memicu rotasi dana ke sektor lain tetapi dalam jangka panjang arah saham tambang tetap sangat dipengaruhi oleh harga komoditas global seberapa banyak permintaan dunia terhadap komoditas tersebut efisiensi perusahaan dan kondisi ekonomi global ketika biaya industri naik market biasanya mulai fokus pada perusahaan dengan cash flow kuat efisiensi tinggi utang rendah dan diversifikasi bisnis artinya emiten yang sebelumnya naik hanya karena harga komoditas bagus bisa mulai tersaring market akan lebih menghargai perusahaan yang benar benar kuat secara fundamental walaupun royalti naik kalau harga komoditas dunia tetap tinggi maka laba emiten tambang masih bisa besar cash flow tetap kuat dan tekanan market bisa mereda jadi market nantinya akan melihat apakah kenaikan harga komoditas masih mampu menutupi kenaikan royalti kalau iya biasanya saham tambang bisa pulih kembali brpt bumi bnbr,"['efek', 'kenaikan', 'royalti', 'kemungkinan', 'besar', 'akan', 'memberi', 'tekanan', 'sentimen', 'jangka', 'pendek', 'pada', 'saham', 'minerba', 'meningkatkan', 'volatilitas', 'sektor', 'tambang', 'membuat', 'market', 'lebih', 'selektif', 'terhadap', 'emiten', 'dan', 'memicu', 'rotasi', 'dana', 'ke', 'sektor', 'lain', 'tetapi', 'dalam', 'jangka', 'panjang', 'arah', 'saham', 'tambang', 'tetap', 'sangat', 'dipengaruhi', 'oleh', 'harga', 'komoditas', 'global', 'seberapa', 'banyak', 'permintaan', 'dunia', 'terhadap', 'komoditas', 'tersebut', 'efisiensi', 'perusahaan', 'dan', 'kondisi', 'ekonomi', 'global', 'ketika', 'biaya', 'industri', 'naik', 'market', 'biasanya', 'mulai', 'fokus', 'pada', 'perusahaan', 'dengan', 'cash', 'flow', 'kuat', 'efisiensi', 'tinggi', 'utang', 'rendah', 'dan', 'diversifikasi', 'bisnis', 'artinya', 'emiten', 'yang', 'sebelumnya', 'naik', 'hanya', 'karena', 'harga', 'komoditas', 'bagus', 'bisa', 'mulai', 'tersaring', 'market', 'akan', 'lebih', 'menghargai', 'perusahaan', 'yang', 'benar', 'benar', 'kuat', 'secara', 'fundamental', 'walaupun', 'royalti', 'naik', 'kalau', 'harga', 'komoditas', 'dunia', 'tetap', 'tinggi', 'maka', 'laba', 'emiten', 'tambang', 'masih', 'bisa', 'besar', 'cash', 'flow', 'tetap', 'kuat', 'dan', 'tekanan', 'market', 'bisa', 'mereda', 'jadi', 'market', 'nantinya', 'akan', 'melihat', 'apakah', 'kenaikan', 'harga', 'komoditas', 'masih', 'mampu', 'menutupi', 'kenaikan', 'royalti', 'kalau', 'iya', 'biasanya', 'saham', 'tambang', 'bisa', 'pulih', 'kembali', 'brpt', 'bumi', 'bnbr']","['efek', 'kenaikan', 'royalti', 'kemungkinan', 'besar', 'akan', 'memberi', 'tekanan', 'sentimen', 'jangka', 'pendek', 'pada', 'saham', 'minerba', 'meningkatkan', 'volatilitas', 'sektor', 'tambang', 'membuat', 'market', 'lebih', 'selektif', 'terhadap', 'emiten', 'dan', 'memicu', 'rotasi', 'dana', 'ke', 'sektor', 'lain', 'tetapi', 'dalam', 'jangka', 'panjang', 'arah', 'saham', 'tambang', 'tetap', 'sangat', 'dipengaruhi', 'oleh', 'harga', 'komoditas', 'global', 'seberapa', 'banyak', 'permintaan', 'dunia', 'terhadap', 'komoditas', 'tersebut', 'efisiensi', 'perusahaan', 'dan', 'kondisi', 'ekonomi', 'global', 'ketika', 'biaya', 'industri', 'naik', 'market', 'biasanya', 'mulai', 'fokus', 'pada', 'perusahaan', 'dengan', 'cash', 'flow', 'kuat', 'efisiensi', 'tinggi', 'utang', 'rendah', 'dan', 'diversifikasi', 'bisnis', 'artinya', 'emiten', 'yang', 'sebelumnya', 'naik', 'hanya', 'karena', 'harga', 'komoditas', 'bagus', 'bisa', 'mulai', 'tersaring', 'market', 'akan', 'lebih', 'menghargai', 'perusahaan', 'yang', 'benar', 'benar', 'kuat', 'secara', 'fundamental', 'walaupun', 'royalti', 'naik', 'kalau', 'harga', 'komoditas', 'dunia', 'tetap', 'tinggi', 'maka', 'laba', 'emiten', 'tambang', 'masih', 'bisa', 'besar', 'cash', 'flow', 'tetap', 'kuat', 'dan', 'tekanan', 'market', 'bisa', 'mereda', 'jadi', 'market', 'nantinya', 'akan', 'melihat', 'apakah', 'kenaikan', 'harga', 'komoditas', 'masih', 'mampu', 'menutupi', 'kenaikan', 'royalti', 'kalau', 'iya', 'biasanya', 'saham', 'tambang', 'bisa', 'pulih', 'kembali', 'brpt', 'bumi', 'bnbr']","['efek', 'kenaikan', 'royalti', 'tekanan', 'sentimen', 'jangka', 'pendek', 'saham', 'minerba', 'meningkatkan', 'volatilitas', 'sektor', 'tambang', 'market', 'selektif', 'emiten', 'memicu', 'rotasi', 'dana', 'sektor', 'jangka', 'arah', 'saham', 'tambang', 'dipengaruhi', 'harga', 'komoditas', 'global', 'permintaan', 'dunia', 'komoditas', 'efisiensi', 'perusahaan', 'kondisi', 'ekonomi', 'global', 'biaya', 'industri', 'market', 'fokus', 'perusahaan', 'cash', 'flow', 'kuat', 'efisiensi', 'utang', 'rendah', 'diversifikasi', 'bisnis', 'emiten', 'harga', 'komoditas', 'bagus', 'tersaring', 'market', 'menghargai', 'perusahaan', 'kuat', 'fundamental', 'royalti', 'harga', 'komoditas', 'dunia', 'laba', 'emiten', 'tambang', 'cash', 'flow', 'kuat', 'tekanan', 'market', 'mereda', 'market', 'kenaikan', 'harga', 'komoditas', 'menutupi', 'kenaikan', 'royalti', 'saham', 'tambang', 'pulih', 'brpt', 'bumi', 'bnbr']","['efek', 'kenaikan', 'royalti', 'tekanan', 'sentimen', 'jangka', 'pendek', 'saham', 'minerba', 'meningkatkan', 'volatilitas', 'sektor', 'tambang', 'market', 'selektif', 'emiten', 'memicu', 'rotasi', 'dana', 'sektor', 'jangka', 'arah', 'saham', 'tambang', 'dipengaruhi', 'harga', 'komoditas', 'global', 'permintaan', 'dunia', 'komoditas', 'efisiensi', 'perusahaan', 'kondisi', 'ekonomi', 'global', 'biaya', 'industri', 'market', 'fokus', 'perusahaan', 'cash', 'flow', 'kuat', 'efisiensi', 'utang', 'rendah', 'diversifikasi', 'bisnis', 'emiten', 'harga', 'komoditas', 'bagus', 'tersaring', 'market', 'menghargai', 'perusahaan', 'kuat', 'fundamental', 'royalti', 'harga', 'komoditas', 'dunia', 'laba', 'emiten', 'tambang', 'cash', 'flow', 'kuat', 'tekanan', 'market', 'mereda', 'market', 'kenaikan', 'harga', 'komoditas', 'menutupi', 'kenaikan', 'royalti', 'saham', 'tambang', 'pulih', 'brpt', 'bumi', 'bnbr']","['efek', 'naik', 'royalti', 'tekan', 'sentimen', 'jangka', 'pendek', 'saham', 'minerba', 'tingkat', 'volatilitas', 'sektor', 'tambang', 'market', 'selektif', 'emiten', 'picu', 'rotasi', 'dana', 'sektor', 'jangka', 'arah', 'saham', 'tambang', 'pengaruh', 'harga', 'komoditas', 'global', 'minta', 'dunia', 'komoditas', 'efisiensi', 'usaha', 'kondisi', 'ekonomi', 'global', 'biaya', 'industri', 'market', 'fokus', 'usaha', 'cash', 'flow', 'kuat', 'efisiensi', 'utang', 'rendah', 'diversifikasi', 'bisnis', 'emiten', 'harga', 'komoditas', 'bagus', 'saring', 'market', 'harga', 'usaha', 'kuat', 'fundamental', 'royalti', 'harga', 'komoditas', 'dunia', 'laba', 'emiten', 'tambang', 'cash', 'flow', 'kuat', 'tekan', 'market', 'reda', 'market', 'naik', 'harga', 'komoditas', 'tutup', 'naik', 'royalti', 'saham', 'tambang', 'pulih', 'brpt', 'bumi', 'bnbr']",efek naik royalti tekan sentimen jangka pendek saham minerba tingkat volatilitas sektor tambang market selektif emiten picu rotasi dana sektor jangka arah saham tambang pengaruh harga komoditas global minta dunia komoditas efisiensi usaha kondisi ekonomi global biaya industri market fokus usaha cash flow kuat efisiensi utang rendah diversifikasi bisnis emiten harga komoditas bagus saring market harga usaha kuat fundamental royalti harga komoditas dunia laba emiten tambang cash flow kuat tekan market reda market naik harga komoditas tutup naik royalti saham tambang pulih brpt bumi bnbr,591,1,85,2026-05-11 10:00:29+00:00,47.0
31536718,Dendyfebriyan04,Dendy boy,@ferdiariana target 310 $IKPM ya dar? nyampe kaya $BUMI $PADI,2026-05-11 09:59:25,0,3,"IKPM, BUMI, PADI",ferdiariana target ikpm ya dar nyampe kaya bumi padi,"['ferdiariana', 'target', 'ikpm', 'ya', 'dar', 'nyampe', 'kaya', 'bumi', 'padi']","['ferdiariana', 'target', 'ikpm', 'ya', 'dar', 'nyampe', 'kaya', 'bumi', 'padi']","['ferdiariana', 'target', 'ikpm', 'dar', 'nyampe', 'kaya', 'bumi', 'padi']","['ferdiariana', 'target', 'ikpm', 'dar', 'nyampe', 'kaya', 'bumi', 'padi']","['ferdiariana', 'target', 'ikpm', 'dar', 'nyampe', 'kaya', 'bumi', 'padi']",ferdiariana target ikpm dar nyampe kaya bumi padi,49,1,8,2026-05-11 09:59:25+00:00,2.0
31536575,septianadiramadan,CEO ALMOND,$BUMI pindah aja bumi ke saham pola $POLA,2026-05-11 09:58:44,3,0,"BUMI, POLA",bumi pindah aja bumi ke saham pola pola,"['bumi', 'pindah', 'aja', 'bumi', 'ke', 'saham', 'pola', 'pola']","['bumi', 'pindah', 'aja', 'bumi', 'ke', 'saham', 'pola', 'pola']","['bumi', 'pindah', 'bumi', 'saham', 'pola', 'pola']","['bumi', 'pindah', 'bumi', 'saham', 'pola', 'pola']","['bumi', 'pindah', 'bumi', 'saham', 'pola', 'pola']",bumi pindah bumi saham pola pola,32,1,6,2026-05-11 09:58:44+00:00,7.0
31536547,farhanny,Nopex Babiii,"yang ketinggalan merapat disini $PADI, bid cantik
$BNBR $BUMI",2026-05-11 09:58:37,0,0,"PADI, BNBR, BUMI",yang ketinggalan merapat disini padi bid cantik bnbr bumi,"['yang', 'ketinggalan', 'merapat', 'disini', 'padi', 'bid', 'cantik', 'bnbr', 'bumi']","['yang', 'ketinggalan', 'merapat', 'disini', 'padi', 'bid', 'cantik', 'bnbr', 'bumi']","['ketinggalan', 'merapat', 'padi', 'bid', 'cantik', 'bnbr', 'bumi']","['ketinggalan', 'merapat', 'padi', 'bid', 'cantik', 'bnbr', 'bumi']","['tinggal', 'rapat', 'padi', 'bid', 'cantik', 'bnbr', 'bumi']",tinggal rapat padi bid cantik bnbr bumi,39,1,7,2026-05-11 09:58:37+00:00,4.0
31536505,viavalla,valla,$BUMI stop ngantri jual di $212 bisa? Biarin naik dulu woi,2026-05-11 09:58:27,0,0,BUMI,bumi stop ngantri jual di bisa biarin naik dulu woi,"['bumi', 'stop', 'ngantri', 'jual', 'di', 'bisa', 'biarin', 'naik', 'dulu', 'woi']","['bumi', 'stop', 'ngantri', 'jual', 'di', 'bisa', 'biarin', 'naik', 'dulu', 'woi']","['bumi', 'stop', 'ngantri', 'jual', 'biarin', 'woi']","['bumi', 'stop', 'ngantri', 'jual', 'biarin', 'woi']","['bumi', 'stop', 'ngantri', 'jual', 'biarin', 'woi']",bumi stop ngantri jual biarin woi,33,1,6,2026-05-11 09:58:27+00:00,1.0
31536469,Ichan11,Mochamad Ikhsan,"@FendySubeki sikaaaat ye HAKA $KLAS

Random Tag $BUMI $ASPR",2026-05-11 09:58:14,0,0,"KLAS, BUMI, ASPR",fendysubeki sikaat ye haka klas random tag bumi aspr,"['fendysubeki', 'sikaat', 'ye', 'haka', 'klas', 'random', 'tag', 'bumi', 'aspr']","['fendysubeki', 'sikaat', 'ye', 'haka', 'klas', 'random', 'tag', 'bumi', 'aspr']","['fendysubeki', 'sikaat', 'ye', 'haka', 'klas', 'random', 'tag', 'bumi', 'aspr']","['fendysubeki', 'sikaat', 'ye', 'haka', 'klas', 'random', 'tag', 'bumi', 'aspr']","['fendysubeki', 'sikaat', 'ye', 'haka', 'klas', 'random', 'tag', 'bumi', 'aspr']",fendysubeki sikaat ye haka klas random tag bumi aspr,52,0,9,2026-05-11 09:58:14+00:00,-4.0
31536218,NightDKunV,NoctLuxe,$BUMI $IHSG $BMRI,2026-05-11 09:56:55,0,0,"BUMI, IHSG, BMRI",bumi ihsg bmri,"['bumi', 'ihsg', 'bmri']","['bumi', 'ihsg', 'bmri']","['bumi', 'ihsg', 'bmri']","['bumi', 'ihsg', 'bmri']","['bumi', 'ihsg', 'bmri']",bumi ihsg bmri,14,2,3,2026-05-11 09:56:55+00:00,0.0
31536213,edoprabowo,Edo,$BUMI diujung tanduk,2026-05-11 09:56:53,0,0,BUMI,bumi diujung tanduk,"['bumi', 'diujung', 'tanduk']","['bumi', 'diujung', 'tanduk']","['bumi', 'diujung', 'tanduk']","['bumi', 'diujung', 'tanduk']","['bumi', 'ujung', 'tanduk']",bumi ujung tanduk,17,0,3,2026-05-11 09:56:53+00:00,-5.0
31536061,JJRTEAM,ivan,"$HALO Sebelum terbang, ayo $BUMI yg mau ikut",2026-05-11 09:56:03,1,0,"HALO, BUMI",halo sebelum terbang ayo bumi yg mau ikut,"['halo', 'sebelum', 'terbang', 'ayo', 'bumi', 'yg', 'mau', 'ikut']","['halo', 'sebelum', 'terbang', 'ayo', 'bumi', 'yg', 'mau', 'ikut']","['terbang', 'ayo', 'bumi']","['terbang', 'ayo', 'bumi']","['terbang', 'ayo', 'bumi']",terbang ayo bumi,16,1,3,2026-05-11 09:56:03+00:00,4.0
31535976,tasyarahma,tasya,$BUMI 😃😃,2026-05-11 09:55:38,1,3,BUMI,bumi,['bumi'],['bumi'],['bumi'],['bumi'],['bumi'],bumi,4,2,1,2026-05-11 09:55:38+00:00,0.0
31535924,Dendyfebriyan04,Dendy boy,$IKPM $BUMI $PADI bandar baik pasti dibuat naik moment kaya gini,2026-05-11 09:55:18,0,3,"IKPM, BUMI, PADI",ikpm bumi padi bandar baik pasti dibuat naik moment kaya gini,"['ikpm', 'bumi', 'padi', 'bandar', 'baik', 'pasti', 'dibuat', 'naik', 'moment', 'kaya', 'gini']","['ikpm', 'bumi', 'padi', 'bandar', 'baik', 'pasti', 'dibuat', 'naik', 'moment', 'kaya', 'gini']","['ikpm', 'bumi', 'padi', 'bandar', 'moment', 'kaya', 'gini']","['ikpm', 'bumi', 'padi', 'bandar', 'moment', 'kaya', 'gini']","['ikpm', 'bumi', 'padi', 'bandar', 'moment', 'kaya', 'gin']",ikpm bumi padi bandar moment kaya gin,37,0,7,2026-05-11 09:55:18+00:00,-2.0
